,id,area,slope,elev,distroad,distcapital,peatdepth,biomasscarbonruesch,soilcarbon,biomasscarbonbaccini,year,neighboreffect
0,1,12.0,4.571428571428571,74.28571428571429,8.285714285714286,69.42857142857143,59.42857142857143,16.181250000000002,17.037500000000005,10.187500000000002,2000,1.1154642782433961
1,1,12.0,4.571428571428571,74.28571428571429,8.285714285714286,69.42857142857143,59.42857142857143,16.181250000000002,17.037500000000005,10.187500000000002,2001,1.5351054666858492
2,1,12.0,4.571428571428571,74.28571428571429,8.285714285714286,69.42857142857143,59.42857142857143,16.181250000000002,17.037500000000005,10.187500000000002,2002,0.7552379579443396
3,1,12.0,4.571428571428571,74.28571428571429,8.285714285714286,69.42857142857143,59.42857142857143,16.181250000000002,17.037500000000005,10.187500000000002,2003,2.191449822826415
4,1,12.0,4.571428571428571,74.28571428571429,8.285714285714286,69.42857142857143,59.42857142857143,16.181250000000002,17.037500000000005,10.187500000000002,2004,1.6651017065962264
5,1,12.0,4.571428571428571,74.28571428571429,8.285714285714286,69.42857142857143,59.42857142857143,16.181250000000002,17.037500000000005,10.187500000000002,2005,0.913042884035849
6,1,12.0,4.571428571428571,74.28571428571429,8.285714285714286,69.42857142857143,59.42857142857143,16.181250000000002,17.037500000000005,10.187500000000002,2006,1.4740113704688678
7,1,12.0,4.571428571428571,74.28571428571429,8.285714285714286,69.42857142857143,59.42857142857143,16.181250000000002,17.037500000000005,10.187500000000002,2007,1.612117766916981
8,1,12.0,4.571428571428571,74.28571428571429,8.285714285714286,69.42857142857143,59.42857142857143,16.181250000000002,17.037500000000005,10.187500000000002,2008,1.3921799881490564
9,1,12.0,4.571428571428571,74.28571428571429,8.285714285714286,69.42857142857143,59.42857142857143,16.181250000000002,17.037500000000005,10.187500000000002,2009,1.5556139056716982
10,2,0.5,1.0,56.0,16.0,63.0,25.0,12.0,18.5,10.25,2000,2.018100016404855
11,2,0.5,1.0,56.0,16.0,63.0,25.0,12.0,18.5,10.25,2001,1.5162920360337657
12,2,0.5,1.0,56.0,16.0,63.0,25.0,12.0,18.5,10.25,2002,2.28433424831309
13,2,0.5,1.0,56.0,16.0,63.0,25.0,12.0,18.5,10.25,2003,2.4166252918628732
14,2,0.5,1.0,56.0,16.0,63.0,25.0,12.0,18.5,10.25,2004,1.8138239388878932
15,2,0.5,1.0,56.0,16.0,63.0,25.0,12.0,18.5,10.25,2005,1.8889895383535573
16,2,0.5,1.0,56.0,16.0,63.0,25.0,12.0,18.5,10.25,2006,1.8013375321386595
17,2,0.5,1.0,56.0,16.0,63.0,25.0,12.0,18.5,10.25,2007,1.7262300054211477
18,2,0.5,1.0,56.0,16.0,63.0,25.0,12.0,18.5,10.25,2008,2.05278177748239
19,2,0.5,1.0,56.0,16.0,63.0,25.0,12.0,18.5,10.25,2009,2.4569862881081566
20,3,6.0,3.5,70.25,4.5,81.5,68.25,12.5,11.916666666666666,10.864583333333334,2000,1.1154642782433961
21,3,6.0,3.5,70.25,4.5,81.5,68.25,12.5,11.916666666666666,10.864583333333334,2001,1.5351054666858492
22,3,6.0,3.5,70.25,4.5,81.5,68.25,12.5,11.916666666666666,10.864583333333334,2002,0.7552379579443396
23,3,6.0,3.5,70.25,4.5,81.5,68.25,12.5,11.916666666666666,10.864583333333334,2003,2.191449822826415
24,3,6.0,3.5,70.25,4.5,81.5,68.25,12.5,11.916666666666666,10.864583333333334,2004,1.6651017065962264
25,3,6.0,3.5,70.25,4.5,81.5,68.25,12.5,11.916666666666666,10.864583333333334,2005,0.913042884035849
26,3,6.0,3.5,70.25,4.5,81.5,68.25,12.5,11.916666666666666,10.864583333333334,2006,1.4740113704688678
27,3,6.0,3.5,70.25,4.5,81.5,68.25,12.5,11.916666666666666,10.864583333333334,2007,1.612117766916981
28,3,6.0,3.5,70.25,4.5,81.5,68.25,12.5,11.916666666666666,10.864583333333334,2008,1.3921799881490564
29,3,6.0,3.5,70.25,4.5,81.5,68.25,12.5,11.916666666666666,10.864583333333334,2009,1.5556139056716982
30,4,13.25,5.125,68.375,6.25,69.125,60.5,15.56698113207547,15.200943396226414,11.26509433962264,2000,1.3886678096614584
31,4,13.25,5.125,68.375,6.25,69.125,60.5,15.56698113207547,15.200943396226414,11.26509433962264,2001,2.2275535153479167
32,4,13.25,5.125,68.375,6.25,69.125,60.5,15.56698113207547,15.200943396226414,11.26509433962264,2002,1.6127029893687501
33,4,13.25,5.125,68.375,6.25,69.125,60.5,15.56698113207547,15.200943396226414,11.26509433962264,2003,2.5778808550364585
34,4,13.25,5.125,68.375,6.25,69.125,60.5,15.56698113207547,15.200943396226414,11.26509433962264,2004,2.4553262402916665
35,4,13.25,5.125,68.375,6.25,69.125,60.5,15.56698113207547,15.200943396226414,11.26509433962264,2005,1.363030035317708
36,4,13.25,5.125,68.375,6.25,69.125,60.5,15.56698113207547,15.200943396226414,11.26509433962264,2006,1.9991758486697917
37,4,13.25,5.125,68.375,6.25,69.125,60.5,15.56698113207547,15.200943396226414,11.26509433962264,2007,2.099424200004167
38,4,13.25,5.125,68.375,6.25,69.125,60.5,15.56698113207547,15.200943396226414,11.26509433962264,2008,2.132980243333334
39,4,13.25,5.125,68.375,6.25,69.125,60.5,15.56698113207547,15.200943396226414,11.26509433962264,2009,2.0428507874364583
